40000
100000
57	 43205
351	 83751
19	 80325
318	 87881
387	 40260
398	 51191
197	 85452
319	 83011
354	 46093
79	 44081
250	 41487
115	 65274
29	 56439
221	 68586
434	 89310
435	 95171
376	 86344
340	 57101
397	 66610
117	 79897
280	 41386
289	 80423
496	 62688
367	 89650
459	 42246
114	 53541
447	 47084
194	 56193
34	 97642
89	 42057
326	 88626
119	 71452
399	 59574
186	 81604
474	 65819
343	 76537
380	 96999
362	 45755
409	 69996
267	 50587
451	 49213
442	 82413
417	 96975
229	 55540
336	 41990
148	 45049
116	 94602
450	 64774
337	 57937
408	 73788
185	 60973
274	 93552
322	 79782
329	 44907
212	 53297
287	 63227
38	 84747
68	 90798
312	 45951
393	 66149
325	 50264
22	 97126
15	 86829
308	 51592
473	 99484
228	 84482
424	 75379
10	 87299
7	 59015
204	 79026
122	 78337
147	 51188
276	 56849
129	 56216
127	 96429
445	 76408
439	 69696
206	 66232
99	 82028
154	 58354
120	 76234
187	 88074
247	 68923
252	 46269
275	 52371
480	 91328
75	 68424
423	 78955
146	 69842
427	 94639
282	 41257
321	 70277
341	 46088
402	 64145
128	 66671
126	 46609
461	 72532
366	 89403
223	 91764
320	 85558
199	 80641
98	 60095
258	 87601
441	 42377
220	 46838
18	 94920
91	 40541
11	 95456
355	 73733
1	 71052
240	 87596
156	 53849
499	 43470
467	 57428
28	 83858
358	 89300
26	 76197
36	 70107
109	 85170
17	 84361
172	 64766
235	 100000
193	 76997
178	 99089
195	 46594
132	 57738
45	 96230
52	 49561
174	 59101
348	 99352
137	 95967
158	 88425
203	 91902
101	 54036
390	 80164
264	 51780
244	 10000
159	 87385
385	 41052
153	 71203
189	 64063
286	 70489
157	 77540
43	 96182
440	 53407
125	 63295
270	 78390
241	 86534
345	 42634
400	 80808
500	 69949
